,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta,fs
372,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=80000,fair_model,0.4061594941872323,-0.016997543854237,0.0547833450369697,0.92907133243607,1.0,fsfs
373,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=80000,fair_model,0.4061594941872323,-0.016997543854237,0.0547833450369697,0.92907133243607,10.0,fsfs
374,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=80000,fair_model,0.4061594941872323,-0.016997543854237,0.0547833450369697,0.92907133243607,20.0,fsfs
375,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=90000,fair_model,0.4599109947683544,-0.0146701533945851,0.0658077465002888,0.9526244952893674,1.0,fsfs
376,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=90000,fair_model,0.4599109947683544,-0.0146701533945851,0.0658077465002888,0.9526244952893674,10.0,fsfs
377,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=90000,fair_model,0.4599109947683544,-0.0146701533945851,0.0658077465002888,0.9526244952893674,20.0,fsfs
378,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=10000,fair_model,1.0,0.0,0.0,0.8002018842530283,1.0,fsfs
379,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=10000,fair_model,1.0,0.0,0.0,0.8002018842530283,10.0,fsfs
380,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=10000,fair_model,1.0,0.0,0.0,0.8002018842530283,20.0,fsfs
381,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=20000,fair_model,0.080168776371308,-0.919831223628692,-0.8449733792671469,0.7448183041722746,1.0,fsfs
382,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=20000,fair_model,1.0,0.0,0.0,0.6091520861372813,10.0,fsfs
383,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=20000,fair_model,1.0,0.0,0.0,0.6091520861372813,20.0,fsfs
384,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=30000,fair_model,0.0433858464616154,-0.9566141535383846,-0.840828402366864,0.7730820995962315,1.0,fsfs
385,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=30000,fair_model,0.2087504844580975,-0.2369597427045482,-0.136912449993536,0.648721399730821,10.0,fsfs
386,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=30000,fair_model,0.7084335369556676,-0.0743575211786041,-0.0442851195707479,0.5865410497981157,20.0,fsfs
387,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=40000,fair_model,0.1191121876727837,-0.1609314272520875,-0.0748729873157043,0.7336473755047106,1.0,fsfs
388,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=40000,fair_model,0.1521045655210497,-0.1213043876250479,-0.0480322934700204,0.7353970390309555,10.0,fsfs
389,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=40000,fair_model,0.2151533782158254,-0.0898731708511598,0.0042409224119397,0.7264468371467026,20.0,fsfs
390,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=50000,fair_model,0.0916461421342528,-0.1483689758898448,-0.0626771617616398,0.8131897711978465,1.0,fsfs
391,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=50000,fair_model,0.2006392741145538,-0.0425293262505371,0.0411233917213294,0.792328398384926,10.0,fsfs
392,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=50000,fair_model,0.2776663057861182,-0.0274508333866676,0.0734267972195307,0.7853970390309556,20.0,fsfs
393,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=60000,fair_model,0.0945206704862516,-0.0970395438133728,-0.0683172555074834,0.8690444145356662,1.0,fsfs
394,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=60000,fair_model,0.1399137504576592,-0.028097422194953,0.0138661692987418,0.8490578734858681,10.0,fsfs
395,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=60000,fair_model,0.1399137504576592,-0.028097422194953,0.0138661692987418,0.8490578734858681,20.0,fsfs
396,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=70000,fair_model,0.0862167479046551,-0.0623375050317319,-0.0493206612482178,0.9077388963660834,1.0,fsfs
397,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_marital-status_>=70000,fair_model,0.1649565649204496,-0.026052258237293,0.0578751898344556,0.8952220726783311,10.0,fsfs
